SUB_TXT,STATION,DISTRICT,REGION
TUART HILL,MORLEY,MIRRABOOKA,METROPOLITAN REGION NORTH
TUCKANARRA,CUE,MID WEST-GASCOYNE,REGIONAL WA REGION
TUDOR,ALBANY,GREAT SOUTHERN,REGIONAL WA REGION
TUMBLE GRID IRON,DERBY,KIMBERLEY,REGIONAL WA REGION
TUNNEL CREEK,FITZROY CROSSING,KIMBERLEY,REGIONAL WA REGION
TUNNEY,TAMBELLUP,GREAT SOUTHERN,REGIONAL WA REGION
TUREE CREEK STATION,PARABURDOO,PILBARA,REGIONAL WA REGION
TURKEY CREEK,WARMUN,KIMBERLEY,REGIONAL WA REGION
TURKEY HILL,SOUTHERN CROSS,WHEATBELT,REGIONAL WA REGION
TURKEY POINT,BUNBURY,SOUTH WEST,REGIONAL WA REGION
TURNER RIVER,SOUTH HEDLAND,PILBARA,REGIONAL WA REGION
TUTANNING,PINGELLY,GREAT SOUTHERN,REGIONAL WA REGION
TUTUNUP,BUSSELTON,SOUTH WEST,REGIONAL WA REGION
TWIN ISLAND,ONSLOW,PILBARA,REGIONAL WA REGION
TWIN PEAKS STATION,MULLEWA,MID WEST-GASCOYNE,REGIONAL WA REGION
TWO PEOPLES BAY,ALBANY,GREAT SOUTHERN,REGIONAL WA REGION
TWO ROCKS,YANCHEP,JOONDALUP,METROPOLITAN REGION NORTH
UAROO STATION,ONSLOW,PILBARA,REGIONAL WA REGION
UBERIN,DOWERIN,WHEATBELT,REGIONAL WA REGION
UCARTY,DOWERIN,WHEATBELT,REGIONAL WA REGION
UCARTY WEST,GOOMALLING,WHEATBELT,REGIONAL WA REGION
UDENBERRY,GOOMALLING,WHEATBELT,REGIONAL WA REGION
UDIALLA,DERBY,KIMBERLEY,REGIONAL WA REGION
UDUC,HARVEY,SOUTH WEST,REGIONAL WA REGION
ULARRING,LEONORA,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
ULLAWARRA STATION,GASCOYNE JUNCTION,MID WEST-GASCOYNE,REGIONAL WA REGION
ULVA,MERREDIN,WHEATBELT,REGIONAL WA REGION
UNICUP,TAMBELLUP,GREAT SOUTHERN,REGIONAL WA REGION
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNNANUP,TAMBELLUP,GREAT SOUTHERN,REGIONAL WA REGION
UPPER CAPEL,DONNYBROOK,SOUTH WEST,REGIONAL WA REGION
UPPER FERGUSON,BUNBURY,SOUTH WEST,REGIONAL WA REGION
UPPER KALGAN,ALBANY,GREAT SOUTHERN,REGIONAL WA REGION
UPPER MURRAY,BODDINGTON,GREAT SOUTHERN,REGIONAL WA REGION
UPPER SWAN,ELLENBROOK,MIDLAND,METROPOLITAN REGION NORTH
UPPER WARREN,MANJIMUP,SOUTH WEST,REGIONAL WA REGION
URALA STATION,ONSLOW,PILBARA,REGIONAL WA REGION
URANDY CREEK STATION,PANNAWONICA,PILBARA,REGIONAL WA REGION
URAREY STATION,MULLEWA,MID WEST-GASCOYNE,REGIONAL WA REGION
URAWA STATION,MULLEWA,MID WEST-GASCOYNE,REGIONAL WA REGION
USELESS LOOP,SHARK BAY,MID WEST-GASCOYNE,REGIONAL WA REGION
USHER,BUNBURY,SOUTH WEST,REGIONAL WA REGION
UTAKARRA,GERALDTON,MID WEST-GASCOYNE,REGIONAL WA REGION
VALENTINE,NORTHAMPTON,MID WEST-GASCOYNE,REGIONAL WA REGION
VANCOUVER PENINSULA,ALBANY,GREAT SOUTHERN,REGIONAL WA REGION
VANCOUVER PENINSULAR,ALBANY,GREAT SOUTHERN,REGIONAL WA REGION
VARLEY,RAVENSTHORPE,GREAT SOUTHERN,REGIONAL WA REGION
VASSE,BUSSELTON,SOUTH WEST,REGIONAL WA REGION
VENN,PINJARRA,MANDURAH,METROPOLITAN REGION SOUTH
VERNON HILLS,TOODYAY,WHEATBELT,REGIONAL WA REGION
VICTORIA PARK,KENSINGTON,CANNINGTON,METROPOLITAN REGION SOUTH
VICTORIA PLAINS,WONGAN HILLS,WHEATBELT,REGIONAL WA REGION
VICTORIA QUAY,FREMANTLE,FREMANTLE,METROPOLITAN REGION SOUTH
VICTORIA RESERVIOR,FORRESTFIELD,MIDLAND,METROPOLITAN REGION NORTH
VICTORIA ROCK,COOLGARDIE,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
VICTORIA SQUARE,PERTH,PERTH,METROPOLITAN REGION NORTH
VICTORY HEIGHTS,KALGOORLIE,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
VIOLET VALLEY,WARMUN,KIMBERLEY,REGIONAL WA REGION
VITTORIA,BUNBURY,SOUTH WEST,REGIONAL WA REGION
VIVEASH,MIDLAND,MIDLAND,METROPOLITAN REGION NORTH
VLAMING HEAD,EXMOUTH,PILBARA,REGIONAL WA REGION
WADDERIN,NAREMBEEN,WHEATBELT,REGIONAL WA REGION
WADDI FORREST,CARNAMAH,MID WEST-GASCOYNE,REGIONAL WA REGION
WADDINGTON,MOORA,WHEATBELT,REGIONAL WA REGION
WADDY FOREST,CARNAMAH,MID WEST-GASCOYNE,REGIONAL WA REGION
WAEEL,CUNDERDIN,WHEATBELT,REGIONAL WA REGION
WAGERUP,WAROONA,SOUTH WEST,REGIONAL WA REGION
WAGGA WAGGA STATION,YALGOO,MID WEST-GASCOYNE,REGIONAL WA REGION
WAGGRAKINE,GERALDTON,MID WEST-GASCOYNE,REGIONAL WA REGION
WAGIN,WAGIN,GREAT SOUTHERN,REGIONAL WA REGION
WAGOE BEACH,KALBARRI,MID WEST-GASCOYNE,REGIONAL WA REGION
WAHKINUP,BOYUP BROOK,SOUTH WEST,REGIONAL WA REGION
WAHROONGA STATION,CARNARVON,MID WEST-GASCOYNE,REGIONAL WA REGION
WAIKIKI,ROCKINGHAM,MANDURAH,METROPOLITAN REGION SOUTH
WAKATHUNI COMMUNITY,TOM PRICE,PILBARA,REGIONAL WA REGION
WALCOTT INLET,DERBY,KIMBERLEY,REGIONAL WA REGION
WALDBURG STATION,MEEKATHARRA,MID WEST-GASCOYNE,REGIONAL WA REGION
WALEBING,MOORA,WHEATBELT,REGIONAL WA REGION
WALGAN STATION,NEWMAN,PILBARA,REGIONAL WA REGION
WALGOOLAN,MERREDIN,WHEATBELT,REGIONAL WA REGION
WALKAWAY,GERALDTON,MID WEST-GASCOYNE,REGIONAL WA REGION
WALLAL DOWNS STATION,SOUTH HEDLAND,PILBARA,REGIONAL WA REGION
WALLAREENYA,SOUTH HEDLAND,PILBARA,REGIONAL WA REGION
WALLAREENYA STATION,SOUTH HEDLAND,PILBARA,REGIONAL WA REGION
WALLAROO,COOLGARDIE,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WALLING ROCK STATION,MENZIES,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WALLISTON,FORRESTFIELD,MIDLAND,METROPOLITAN REGION NORTH
WALMSLEY,ALBANY,GREAT SOUTHERN,REGIONAL WA REGION
WALPOLE,WALPOLE,GREAT SOUTHERN,REGIONAL WA REGION
WALSALL,BUSSELTON,SOUTH WEST,REGIONAL WA REGION
WALYORMOURING,GOOMALLING,WHEATBELT,REGIONAL WA REGION
WALYUNGA NATIONAL PARK,ELLENBROOK,MIDLAND,METROPOLITAN REGION NORTH
WALYURIN,KULIN,GREAT SOUTHERN,REGIONAL WA REGION
WAMBYN,YORK,WHEATBELT,REGIONAL WA REGION
WAMENUSKING,QUAIRADING,WHEATBELT,REGIONAL WA REGION
WANANEROOKA,NORTHAMPTON,MID WEST-GASCOYNE,REGIONAL WA REGION
WANARN,LAVERTON,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WANDAGEE STATION,CARNARVON,MID WEST-GASCOYNE,REGIONAL WA REGION
WANDANA,NORTHAMPTON,MID WEST-GASCOYNE,REGIONAL WA REGION
WANDARRIE STATION,MOUNT MAGNET,MID WEST-GASCOYNE,REGIONAL WA REGION
WANDERING,PINGELLY,GREAT SOUTHERN,REGIONAL WA REGION
WANDI,KWINANA,MANDURAH,METROPOLITAN REGION SOUTH
WANDILLUP,BRIDGETOWN,SOUTH WEST,REGIONAL WA REGION
WANDIN,NORTHAMPTON,MID WEST-GASCOYNE,REGIONAL WA REGION
WANDINA,GERALDTON,MID WEST-GASCOYNE,REGIONAL WA REGION
WANDINA STATION,MULLEWA,MID WEST-GASCOYNE,REGIONAL WA REGION
WANERIE,LANCELIN,WHEATBELT,REGIONAL WA REGION
WANGARA,WANNEROO,JOONDALUP,METROPOLITAN REGION NORTH
WANJARRI NATIONAL PARK,LEINSTER,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WANNA STATION,GASCOYNE JUNCTION,MID WEST-GASCOYNE,REGIONAL WA REGION
WANNAMAL,GINGIN,WHEATBELT,REGIONAL WA REGION
WANNANUP,MANDURAH,MANDURAH,METROPOLITAN REGION SOUTH
WANNARRA STATION,PERENJORI,MID WEST-GASCOYNE,REGIONAL WA REGION
WANNERIE,LANCELIN,WHEATBELT,REGIONAL WA REGION
WANNERING,YORK,WHEATBELT,REGIONAL WA REGION
WANNERING BROOK,YORK,WHEATBELT,REGIONAL WA REGION
WANNEROO,WANNEROO,JOONDALUP,METROPOLITAN REGION NORTH
WANNERY,MOORA,WHEATBELT,REGIONAL WA REGION
WANNOO,SHARK BAY,MID WEST-GASCOYNE,REGIONAL WA REGION
WANSBROUGH,TAMBELLUP,GREAT SOUTHERN,REGIONAL WA REGION
WANTEEN STATION,EUCLA,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WARAMBIE STATION,ROEBOURNE,PILBARA,REGIONAL WA REGION
WARAWARRUP,HARVEY,SOUTH WEST,REGIONAL WA REGION
WARBROOK,MIDLAND,MIDLAND,METROPOLITAN REGION NORTH
WARBURTON,WARBURTON,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WARBURTON RANGE,WARBURTON,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WARBURTON RANGE MISSION,WARBURTON,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WARDERING,NARROGIN,GREAT SOUTHERN,REGIONAL WA REGION
WARDING EAST,CUNDERDIN,WHEATBELT,REGIONAL WA REGION
WARMAN,WARMUN,KIMBERLEY,REGIONAL WA REGION
WARMUN,WARMUN,KIMBERLEY,REGIONAL WA REGION
WARMUN (TURKEY CREEK),WARMUN,KIMBERLEY,REGIONAL WA REGION
WARNBRO,ROCKINGHAM,MANDURAH,METROPOLITAN REGION SOUTH
WARNER GLEN,MARGARET RIVER,SOUTH WEST,REGIONAL WA REGION
WAROONA,WAROONA,SOUTH WEST,REGIONAL WA REGION
WAROONA DAM,WAROONA,SOUTH WEST,REGIONAL WA REGION
WARRACHUPPIN,MUKINBUDIN,WHEATBELT,REGIONAL WA REGION
WARRADARGE,LEEMAN,MID WEST-GASCOYNE,REGIONAL WA REGION
WARRAKURNA,WARAKURNA,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WARRALACKIN,MUKINBUDIN,WHEATBELT,REGIONAL WA REGION
WARRALAKIN,MUKINBUDIN,WHEATBELT,REGIONAL WA REGION
WARRALONG STATION,MARBLE BAR,PILBARA,REGIONAL WA REGION
WARRANINE,NORTHAM,WHEATBELT,REGIONAL WA REGION
WARRAWAGINE STATION,MARBLE BAR,PILBARA,REGIONAL WA REGION
WARRAWARRUP,HARVEY,SOUTH WEST,REGIONAL WA REGION
WARREN,PEMBERTON,SOUTH WEST,REGIONAL WA REGION
WARRENS,MIDLAND,MIDLAND,METROPOLITAN REGION NORTH
WARRENUP,ALBANY,GREAT SOUTHERN,REGIONAL WA REGION
WARRIBANNO,KALBARRI,MID WEST-GASCOYNE,REGIONAL WA REGION
WARRIEDAR STATION,PERENJORI,MID WEST-GASCOYNE,REGIONAL WA REGION
WARRIUP HILL,ALBANY,GREAT SOUTHERN,REGIONAL WA REGION
WARROORA STATION,CARNARVON,MID WEST-GASCOYNE,REGIONAL WA REGION
WARUP,WAGIN,GREAT SOUTHERN,REGIONAL WA REGION
WARWICK,WARWICK,JOONDALUP,METROPOLITAN REGION NORTH
WATER HATCH,BEVERLEY,WHEATBELT,REGIONAL WA REGION
WATERBANK,BROOME,KIMBERLEY,REGIONAL WA REGION
WATERBANK STATION,BROOME,KIMBERLEY,REGIONAL WA REGION
WATERCARRIN,CUNDERDIN,WHEATBELT,REGIONAL WA REGION
WATEREOUS,WAROONA,SOUTH WEST,REGIONAL WA REGION
WATERFORD,KENSINGTON,CANNINGTON,METROPOLITAN REGION SOUTH
WATERLOO,AUSTRALIND,SOUTH WEST,REGIONAL WA REGION
WATERMAN,SCARBOROUGH,MIRRABOOKA,METROPOLITAN REGION NORTH
WATERMANS BAY,SCARBOROUGH,MIRRABOOKA,METROPOLITAN REGION NORTH
WATERSUN,MANDURAH,MANDURAH,METROPOLITAN REGION SOUTH
WATHEROO,MOORA,WHEATBELT,REGIONAL WA REGION
WATTENGATTEN,DOWERIN,WHEATBELT,REGIONAL WA REGION
WATTENING,TOODYAY,WHEATBELT,REGIONAL WA REGION
WATTLE GROVE,FORRESTFIELD,MIDLAND,METROPOLITAN REGION NORTH
WATTLEUP,COCKBURN,FREMANTLE,METROPOLITAN REGION SOUTH
WATTONING,MUKINBUDIN,WHEATBELT,REGIONAL WA REGION
WAVE ROCK,KONDININ,GREAT SOUTHERN,REGIONAL WA REGION
WAYCHINICUP,ALBANY,GREAT SOUTHERN,REGIONAL WA REGION
WEABER PLAINS,KUNUNURRA,KIMBERLEY,REGIONAL WA REGION
WEBBERTON,GERALDTON,MID WEST-GASCOYNE,REGIONAL WA REGION
WEDGE ISLAND,JURIEN BAY,MID WEST-GASCOYNE,REGIONAL WA REGION
WEDGECARRUP,WAGIN,GREAT SOUTHERN,REGIONAL WA REGION
WEDGEFIELD,SOUTH HEDLAND,PILBARA,REGIONAL WA REGION
WEEBO STATION,LEINSTER,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WEEDARRAH STATION,GASCOYNE JUNCTION,MID WEST-GASCOYNE,REGIONAL WA REGION
WEEDON HILL,DENMARK,GREAT SOUTHERN,REGIONAL WA REGION
WEELARRA STATION,NORTHAMPTON,MID WEST-GASCOYNE,REGIONAL WA REGION
WEELARRANA STATION,MEEKATHARRA,MID WEST-GASCOYNE,REGIONAL WA REGION
WEIRA,MUKINBUDIN,WHEATBELT,REGIONAL WA REGION
WELBUNGIN,BENCUBBIN,WHEATBELT,REGIONAL WA REGION
WELD RANGE,CUE,MID WEST-GASCOYNE,REGIONAL WA REGION
WELLARD,KWINANA,MANDURAH,METROPOLITAN REGION SOUTH
WELLESLEY,AUSTRALIND,SOUTH WEST,REGIONAL WA REGION
WELLINGTON DAM,AUSTRALIND,SOUTH WEST,REGIONAL WA REGION
WELLINGTON FOREST,BUNBURY,SOUTH WEST,REGIONAL WA REGION
WELLINGTON MILL,BUNBURY,SOUTH WEST,REGIONAL WA REGION
WELLINGTON MILLS,BUNBURY,SOUTH WEST,REGIONAL WA REGION
WELLSTEAD,ALBANY,GREAT SOUTHERN,REGIONAL WA REGION
WELSHPOOL,BELMONT,CANNINGTON,METROPOLITAN REGION SOUTH
WEMBLEY,WEMBLEY,PERTH,METROPOLITAN REGION NORTH
WEMBLEY DOWNS,SCARBOROUGH,MIRRABOOKA,METROPOLITAN REGION NORTH
WERILLUP,ALBANY,GREAT SOUTHERN,REGIONAL WA REGION
WERRIBEE,WUNDOWIE,WHEATBELT,REGIONAL WA REGION
WEST ARTHUR,WAGIN,GREAT SOUTHERN,REGIONAL WA REGION
WEST BALLIDU,WONGAN HILLS,WHEATBELT,REGIONAL WA REGION
WEST BEACH,ESPERANCE,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WEST BINNU,NORTHAMPTON,MID WEST-GASCOYNE,REGIONAL WA REGION
WEST BOLGART,TOODYAY,WHEATBELT,REGIONAL WA REGION
WEST BUSSELTON,BUSSELTON,SOUTH WEST,REGIONAL WA REGION
WEST CAPE HOWE,ALBANY,GREAT SOUTHERN,REGIONAL WA REGION
WEST CASUARINAS,MULLEWA,MID WEST-GASCOYNE,REGIONAL WA REGION
WEST COOLUP,PINJARRA,MANDURAH,METROPOLITAN REGION SOUTH
WEST DALE,BEVERLEY,WHEATBELT,REGIONAL WA REGION
WEST END,GERALDTON,MID WEST-GASCOYNE,REGIONAL WA REGION
WEST FITZGERALD,JERRAMUNGUP,GREAT SOUTHERN,REGIONAL WA REGION
WEST HOLLETON,NAREMBEEN,WHEATBELT,REGIONAL WA REGION
WEST IS COCOS (KEELING),AUSTRALIAN FEDERAL POLICE,External Agency Access,RMIS Business Unit
WEST ISLAND COCOS (KEELING) ISLANDS,AUSTRALIAN FEDERAL POLICE,External Agency Access,RMIS Business Unit
WEST KALGOORLIE,KALGOORLIE,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WEST LAMINGTON,KALGOORLIE,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WEST LEEDERVILLE,WEMBLEY,PERTH,METROPOLITAN REGION NORTH
WEST LYONS RIVER,BURRINGURRAH,MID WEST-GASCOYNE,REGIONAL WA REGION
WEST MIDLAND,MIDLAND,MIDLAND,METROPOLITAN REGION NORTH
WEST MURRAY,BODDINGTON,GREAT SOUTHERN,REGIONAL WA REGION
WEST PERTH,PERTH,PERTH,METROPOLITAN REGION NORTH
WEST PINGELLY,PINGELLY,GREAT SOUTHERN,REGIONAL WA REGION
WEST PINJARRA,PINJARRA,MANDURAH,METROPOLITAN REGION SOUTH
WEST POPANYINNING,NARROGIN,GREAT SOUTHERN,REGIONAL WA REGION
WEST QUALEN,YORK,WHEATBELT,REGIONAL WA REGION
WEST RIVER,RAVENSTHORPE,GREAT SOUTHERN,REGIONAL WA REGION
WEST SWAN,MIDLAND,MIDLAND,METROPOLITAN REGION NORTH
WEST TOODYAY,TOODYAY,WHEATBELT,REGIONAL WA REGION
WEST YORKRAKINE,CUNDERDIN,WHEATBELT,REGIONAL WA REGION
WESTCLIFFE,KOJONUP,GREAT SOUTHERN,REGIONAL WA REGION
WESTDALE,BEVERLEY,WHEATBELT,REGIONAL WA REGION
WESTFIELD,ARMADALE,ARMADALE,METROPOLITAN REGION SOUTH
WESTMINSTER,MIRRABOOKA,MIRRABOOKA,METROPOLITAN REGION NORTH
WESTONIA,MERREDIN,WHEATBELT,REGIONAL WA REGION
WESTWOOD,KATANNING,GREAT SOUTHERN,REGIONAL WA REGION
WEXCOMBE,MIDLAND,MIDLAND,METROPOLITAN REGION NORTH
WHEATLEY,BRIDGETOWN,SOUTH WEST,REGIONAL WA REGION
WHELARRA,NORTHAMPTON,MID WEST-GASCOYNE,REGIONAL WA REGION
WHIM CREEK,ROEBOURNE,PILBARA,REGIONAL WA REGION
WHITBY,MUNDIJONG,ARMADALE,METROPOLITAN REGION SOUTH
WHITBY FALLS,MUNDIJONG,ARMADALE,METROPOLITAN REGION SOUTH
WHITE CLIFFS STATION,LAVERTON,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WHITE GATE STATION,KALGOORLIE,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WHITE GUM VALLEY,FREMANTLE,FREMANTLE,METROPOLITAN REGION SOUTH
WHITE HILLS,MANDURAH,MANDURAH,METROPOLITAN REGION SOUTH
WHITE HOPE MINE,KAMBALDA,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WHITE PEAK,GERALDTON,MID WEST-GASCOYNE,REGIONAL WA REGION
WHITE SPRINGS STATION,TOM PRICE,PILBARA,REGIONAL WA REGION
WHITE WELLS STATION,PERENJORI,MID WEST-GASCOYNE,REGIONAL WA REGION
WHITEMAN,BALLAJURA,MIDLAND,METROPOLITAN REGION NORTH
WHITTAKER,DWELLINGUP,MANDURAH,METROPOLITAN REGION SOUTH
WIALKI,BENCUBBIN,WHEATBELT,REGIONAL WA REGION
WICHERINA,GERALDTON,MID WEST-GASCOYNE,REGIONAL WA REGION
WICHERINA SOUTH,GERALDTON,MID WEST-GASCOYNE,REGIONAL WA REGION
WICKA,NORTHAMPTON,MID WEST-GASCOYNE,REGIONAL WA REGION
WICKEPIN,WICKEPIN,GREAT SOUTHERN,REGIONAL WA REGION
WICKHAM,ROEBOURNE,PILBARA,REGIONAL WA REGION
WICKLOW HILL,TOODYAY,WHEATBELT,REGIONAL WA REGION
WIDGIEMOOLTHA,KAMBALDA,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WILBERFORCE,YORK,WHEATBELT,REGIONAL WA REGION
WILBINGA,LANCELIN,WHEATBELT,REGIONAL WA REGION
WILDARA OUTCAMP,LEINSTER,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WILDINGS,WONGAN HILLS,WHEATBELT,REGIONAL WA REGION
WILGA,BOYUP BROOK,SOUTH WEST,REGIONAL WA REGION
WILGA WEST,DONNYBROOK,SOUTH WEST,REGIONAL WA REGION
WILGARRUP,MANJIMUP,SOUTH WEST,REGIONAL WA REGION
WILGARUP,MANJIMUP,SOUTH WEST,REGIONAL WA REGION
WILGIE HALL,ALBANY,GREAT SOUTHERN,REGIONAL WA REGION
WILGIMIA,CUE,MID WEST-GASCOYNE,REGIONAL WA REGION
WILGOYNE,MUKINBUDIN,WHEATBELT,REGIONAL WA REGION
WILHELMS POOL,DERBY,KIMBERLEY,REGIONAL WA REGION
WILLAGEE,PALMYRA,FREMANTLE,METROPOLITAN REGION SOUTH
WILLARE,DERBY,KIMBERLEY,REGIONAL WA REGION
WILLARE BRIDGE,DERBY,KIMBERLEY,REGIONAL WA REGION
WILLETTON,CANNINGTON,CANNINGTON,METROPOLITAN REGION SOUTH
WILLIAM BAY,DENMARK,GREAT SOUTHERN,REGIONAL WA REGION
WILLIAMBURY STATION,CARNARVON,MID WEST-GASCOYNE,REGIONAL WA REGION
WILLIAMS,WILLIAMS,GREAT SOUTHERN,REGIONAL WA REGION
WILLIAMSTOWN,KALGOORLIE,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WILLIE CREEK,BROOME,KIMBERLEY,REGIONAL WA REGION
WILLYUNG,ALBANY,GREAT SOUTHERN,REGIONAL WA REGION
WILROY,MULLEWA,MID WEST-GASCOYNE,REGIONAL WA REGION
WILSON,CANNINGTON,CANNINGTON,METROPOLITAN REGION SOUTH
WILSONS INLET,DENMARK,GREAT SOUTHERN,REGIONAL WA REGION
WILSONS PATCH,LEONORA,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WILUNA,WILUNA,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WILYABRUP,DUNSBOROUGH,SOUTH WEST,REGIONAL WA REGION
WINCHESTER,CARNAMAH,MID WEST-GASCOYNE,REGIONAL WA REGION
WINDABOUT,ESPERANCE,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WINDERIE,GASCOYNE JUNCTION,MID WEST-GASCOYNE,REGIONAL WA REGION
WINDIDDA STATION,WILUNA,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WINDIMURRA STATION,MOUNT MAGNET,MID WEST-GASCOYNE,REGIONAL WA REGION
WINDJANA,DERBY,KIMBERLEY,REGIONAL WA REGION
WINDSOR STATION,MOUNT MAGNET,MID WEST-GASCOYNE,REGIONAL WA REGION
WINDY HARBOUR,PEMBERTON,SOUTH WEST,REGIONAL WA REGION
WINGEBELLUP,TAMBELLUP,GREAT SOUTHERN,REGIONAL WA REGION
WINGELLINA,LAVERTON,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WINGERMOONTHER,TOM PRICE,PILBARA,REGIONAL WA REGION
WINNEJUP,BRIDGETOWN,SOUTH WEST,REGIONAL WA REGION
WINNIJUP,BRIDGETOWN,SOUTH WEST,REGIONAL WA REGION
WINNING STATION,CARNARVON,MID WEST-GASCOYNE,REGIONAL WA REGION
WINTHROP,MURDOCH,FREMANTLE,METROPOLITAN REGION SOUTH
WIRRILDA,MOORA,WHEATBELT,REGIONAL WA REGION
WIRRING,MARGARET RIVER,SOUTH WEST,REGIONAL WA REGION
WISHBONE,DUMBLEYUNG,GREAT SOUTHERN,REGIONAL WA REGION
WITCHCLIFFE,MARGARET RIVER,SOUTH WEST,REGIONAL WA REGION
WITHERS,BUNBURY,SOUTH WEST,REGIONAL WA REGION
WITHNELL BAY,DAMPIER,PILBARA,REGIONAL WA REGION
WITTENOOM,TOM PRICE,PILBARA,REGIONAL WA REGION
WITTENOOM HILLS,ESPERANCE,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WODGINA STATION,SOUTH HEDLAND,PILBARA,REGIONAL WA REGION
WOGARL,NAREMBEEN,WHEATBELT,REGIONAL WA REGION
WOGARNO STATION,MOUNT MAGNET,MID WEST-GASCOYNE,REGIONAL WA REGION
WOGERLIN,CORRIGIN,GREAT SOUTHERN,REGIONAL WA REGION
WOGOLIN,WICKEPIN,GREAT SOUTHERN,REGIONAL WA REGION
WOKALUP,HARVEY,SOUTH WEST,REGIONAL WA REGION
WOLLASTON,BUNBURY,SOUTH WEST,REGIONAL WA REGION
WOLLIBAR STATION,KALGOORLIE,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WOMARDEN,THREE SPRINGS,MID WEST-GASCOYNE,REGIONAL WA REGION
WONDINONG STATION,MOUNT MAGNET,MID WEST-GASCOYNE,REGIONAL WA REGION
WONGAMINE,GOOMALLING,WHEATBELT,REGIONAL WA REGION
WONGAN HILLS,WONGAN HILLS,WHEATBELT,REGIONAL WA REGION
WONGANOO STATION,WILUNA,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WONGAWOL STATION,WILUNA,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WONGOONDY,MULLEWA,MID WEST-GASCOYNE,REGIONAL WA REGION
WONGUTHA MISSION FARM,ESPERANCE,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WONNERUP,BUSSELTON,SOUTH WEST,REGIONAL WA REGION
WONTHELLA,GERALDTON,MID WEST-GASCOYNE,REGIONAL WA REGION
WOODANILLING,KATANNING,GREAT SOUTHERN,REGIONAL WA REGION
WOODBRIDGE,MIDLAND,MIDLAND,METROPOLITAN REGION NORTH
WOODBROOK STATION,ROEBOURNE,PILBARA,REGIONAL WA REGION
WOODBURN,MOUNT BARKER,GREAT SOUTHERN,REGIONAL WA REGION
WOODIE WOODIE,NULLAGINE,PILBARA,REGIONAL WA REGION
WOODLAND HEIGHTS,TOODYAY,WHEATBELT,REGIONAL WA REGION
WOODLANDS,SCARBOROUGH,MIRRABOOKA,METROPOLITAN REGION NORTH
WOODLANDS STATION,MEEKATHARRA,MID WEST-GASCOYNE,REGIONAL WA REGION
WOODLANDS VIA COWARAMUP,MARGARET RIVER,SOUTH WEST,REGIONAL WA REGION
WOODLEIGH,SHARK BAY,MID WEST-GASCOYNE,REGIONAL WA REGION
WOODLEIGH STATION,SHARK BAY,MID WEST-GASCOYNE,REGIONAL WA REGION
WOODMAN POINT,COCKBURN,FREMANTLE,METROPOLITAN REGION SOUTH
WOODRIDGE,LANCELIN,WHEATBELT,REGIONAL WA REGION
WOODSTOCK STATION,SOUTH HEDLAND,PILBARA,REGIONAL WA REGION
WOODVALE,JOONDALUP,JOONDALUP,METROPOLITAN REGION NORTH
WOOGALONG STATION,YALGOO,MID WEST-GASCOYNE,REGIONAL WA REGION
WOOGENELLUP,MOUNT BARKER,GREAT SOUTHERN,REGIONAL WA REGION
WOOGENILUP,ALBANY,GREAT SOUTHERN,REGIONAL WA REGION
WOOLAWA,MOORA,WHEATBELT,REGIONAL WA REGION
WOOLEEN STATION,MULLEWA,MID WEST-GASCOYNE,REGIONAL WA REGION
WOOLGANGIE,COOLGARDIE,GOLDFIELDS-ESPERANCE,REGIONAL WA REGION
WOOLGORONG,MULLEWA,MID WEST-GASCOYNE,REGIONAL WA REGION
